metric,application,reference,absolute_difference,status
case_07.mann_whitney.statistic,26.0,26.0,0.0,PASS
case_07.mixed.df1,2.0,2.0,0.0,PASS
case_07.mixed.df2,14.0,14.0,0.0,PASS
case_07.mixed.icc,0.9116678452087612,0.9116678416454636,3.5632976569388575e-09,PASS
case_07.mixed.p,1.7266773008071959e-06,1.7266772200930092e-06,8.07141867075888e-14,PASS
case_07.mixed.statistic,39.59653100595464,39.59653131704993,3.110952917495524e-07,PASS
case_07.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_07.mixed_incomplete.df2,11.0,11.0,0.0,PASS
case_07.mixed_incomplete.icc,0.9076569998816544,0.9076570033835601,3.5019057653684627e-09,PASS
case_07.mixed_incomplete.p,2.1553090807188085e-05,2.155309671691974e-05,5.909731654507502e-12,PASS
case_07.mixed_incomplete.statistic,33.29855016013095,33.298548225873844,1.934257106483983e-06,PASS
case_07.normality.dagostino.p,0.5212706938187744,0.521270693818777,2.55351295663786e-15,PASS
case_07.normality.dagostino.reject_0_05,0.0,0.0,0.0,PASS
case_07.normality.dagostino.statistic,1.3029716125708297,1.3029716125708213,8.43769498715119e-15,PASS
case_07.normality.shapiro.p,0.6443669835746878,0.6349779558969719,0.009389027677715878,PASS
case_07.normality.shapiro.reject_0_05,0.0,0.0,0.0,PASS
case_07.normality.shapiro.statistic,0.9736953033027244,0.9733741806479849,0.00032112265473949186,PASS
case_07.one_way.df1,2.0,2.0,0.0,PASS
case_07.one_way.df2,16.0,16.0,0.0,PASS
case_07.one_way.p,0.9674869648467092,0.9674869648467097,5.551115123125783e-16,PASS
case_07.one_way.statistic,0.03312170398562226,0.03312170398562261,3.469446951953614e-16,PASS
case_07.paired_t.df,5.0,5.0,0.0,PASS
case_07.paired_t.p,0.012857620269494543,0.012857620269494672,1.2836953722228372e-16,PASS
case_07.paired_t.statistic,3.7824438629582673,3.7824438629582673,0.0,PASS
case_07.pearson.df,8.0,8.0,0.0,PASS
case_07.pearson.p,0.00026839950721385246,0.000268399507213853,5.421010862427522e-19,PASS
case_07.pearson.statistic,0.9090070049835107,0.9090070049835107,0.0,PASS
case_07.spearman.df,8.0,8.0,0.0,PASS
case_07.spearman.p,0.00037677550647747236,0.00037677550647747474,2.3852447794681098e-18,PASS
case_07.spearman.statistic,0.9006987721462127,0.9006987721462129,1.1102230246251565e-16,PASS
case_07.two_way.factor_a.F,73.5839063983918,73.58390639839193,1.2789769243681803e-13,PASS
case_07.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_07.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_07.two_way.factor_a.p,8.947453514371141e-08,8.947453514371037e-08,1.045556294267027e-21,PASS
case_07.two_way.factor_b.F,14.564910503848504,14.564910503848491,1.2434497875801753e-14,PASS
case_07.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_07.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_07.two_way.factor_b.p,0.00017289818431133355,0.0001728981843113337,1.3552527156068805e-19,PASS
case_07.two_way.interaction.F,1.2067573868995969,1.2067573868995778,1.9095836023552692e-14,PASS
case_07.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_07.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_07.two_way.interaction.p,0.3222496534239898,0.32224965342399764,7.827072323607354e-15,PASS
case_07.welch_one_way.df1,2.0,2.0,0.0,PASS
case_07.welch_one_way.df2,6.4,6.4,0.0,PASS
case_07.welch_one_way.p,0.9758602787276509,0.9758602787276505,4.440892098500626e-16,PASS
case_07.welch_one_way.statistic,0.024528814269755894,0.024528814269756078,1.8388068845354155e-16,PASS
case_07.welch_t.df,9.0,9.0,0.0,PASS
case_07.welch_t.p,0.8353577624646082,0.8353577624646085,2.220446049250313e-16,PASS
case_07.welch_t.statistic,0.21397737303409894,0.21397737303409894,0.0,PASS
case_07.wilcoxon.p,0.05905822909045755,0.05905822909053682,7.926992395823618e-14,PASS
case_07.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_08.friedman.df,2.0,2.0,0.0,PASS
case_08.friedman.p,0.00033546262790251635,0.00033546262790251185,4.4994390158148434e-18,PASS
case_08.friedman.statistic,16.0,16.0,0.0,PASS
case_08.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_08.kruskal_wallis.p,0.7675446465776352,0.7675446465776298,5.440092820663267e-15,PASS
case_08.kruskal_wallis.statistic,0.5291172595520379,0.5291172595520521,1.4210854715202004e-14,PASS
case_08.mann_whitney.p,0.5966405346973951,0.5966405346973951,0.0,PASS
case_08.mann_whitney.statistic,30.0,30.0,0.0,PASS
case_08.mixed.df1,2.0,2.0,0.0,PASS
case_08.mixed.df2,16.0,16.0,0.0,PASS
case_08.mixed.icc,0.9211765883858618,0.9211765932334208,4.847559020859649e-09,PASS
case_08.mixed.p,1.7770794469860994e-10,1.7770795945892814e-10,1.47603182029301e-17,PASS
case_08.mixed.statistic,124.39653875661429,124.39653724613761,1.5104766788454072e-06,PASS
case_08.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_08.mixed_incomplete.df2,12.0,12.0,0.0,PASS
case_08.mixed_incomplete.icc,0.916896403730321,0.9168964177195437,1.3989222669152923e-08,PASS
case_08.mixed_incomplete.p,1.8103252298648615e-08,1.8103255339241286e-08,3.040592671907492e-15,PASS
case_08.mixed_incomplete.statistic,111.09144072349488,111.09143744000559,3.283489292016384e-06,PASS
case_08.normality.dagostino.p,0.007265460224598045,0.007265460224598009,3.5561831257524545e-17,PASS
case_08.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_08.normality.dagostino.statistic,9.84924727155324,9.84924727155325,8.881784197001252e-15,PASS
case_08.normality.shapiro.p,0.0020970818420475205,0.0020871047717191146,9.977070328405849e-06,PASS
case_08.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_08.normality.shapiro.statistic,0.8743536557157762,0.8742618275816174,9.182813415875568e-05,PASS
case_08.one_way.df1,2.0,2.0,0.0,PASS
case_08.one_way.df2,19.0,19.0,0.0,PASS
case_08.one_way.p,0.5526746805980295,0.5526746805980257,3.774758283725532e-15,PASS
case_08.one_way.statistic,0.6118838329469911,0.6118838329469979,6.772360450213455e-15,PASS
case_08.paired_t.df,6.0,6.0,0.0,PASS
case_08.paired_t.p,0.00029342814182161086,0.00029342814182162035,9.486769009248164e-18,PASS
case_08.paired_t.statistic,7.486624520157463,7.486624520157463,0.0,PASS
case_08.pearson.df,9.0,9.0,0.0,PASS
case_08.pearson.p,1.7946146398939416e-05,1.7946146398939894e-05,4.777265822514254e-19,PASS
case_08.pearson.statistic,-0.9392877358842908,-0.9392877358842905,3.3306690738754696e-16,PASS
case_08.spearman.df,9.0,9.0,0.0,PASS
case_08.spearman.p,1.8313043841718005e-05,1.8313043841718e-05,6.776263578034403e-21,PASS
case_08.spearman.statistic,-0.9390085313420792,-0.9390085313420792,0.0,PASS
case_08.two_way.factor_a.F,241.28498006020735,241.2849800602058,1.5347723092418164e-12,PASS
case_08.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_08.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_08.two_way.factor_a.p,7.17378252981909e-12,7.1737825298194414e-12,3.513902016216475e-25,PASS
case_08.two_way.factor_b.F,66.49477790030106,66.49477790030059,4.689582056016661e-13,PASS
case_08.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_08.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_08.two_way.factor_b.p,4.8632923662016574e-09,4.863292366201917e-09,2.597347123416507e-22,PASS
case_08.two_way.interaction.F,11.793394947117958,11.793394947118022,6.394884621840902e-14,PASS
case_08.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_08.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_08.two_way.interaction.p,0.000533155583497761,0.0005331555834977448,1.6154612370034016e-17,PASS
case_08.welch_one_way.df1,2.0,2.0,0.0,PASS
case_08.welch_one_way.df2,9.1,9.1,0.0,PASS
case_08.welch_one_way.p,0.5375514918998245,0.5375514918998243,2.220446049250313e-16,PASS
case_08.welch_one_way.statistic,0.6652552409586885,0.6652552409586919,3.4416913763379853e-15,PASS
case_08.welch_t.df,12.7,12.7,0.0,PASS
case_08.welch_t.p,0.4233382210714559,0.4233382210714568,8.881784197001252e-16,PASS
case_08.welch_t.statistic,-0.8273265640689564,-0.8273265640689594,2.9976021664879227e-15,PASS
case_08.wilcoxon.p,0.022494271222435414,0.022494271222449624,1.4210854715202004e-14,PASS
case_08.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_09.friedman.df,2.0,2.0,0.0,PASS
case_09.friedman.p,0.00015510184823741557,0.00015510184823739478,2.0789576657409548e-17,PASS
case_09.friedman.statistic,17.54285714285713,17.542857142857144,1.4210854715202004e-14,PASS
case_09.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_09.kruskal_wallis.p,0.008649822744475677,0.008649822744475618,5.898059818321144e-17,PASS
case_09.kruskal_wallis.statistic,9.500432900432898,9.500432900432898,0.0,PASS
case_09.mann_whitney.p,0.016928706486075473,0.016928706486087557,1.2084083733654438e-14,PASS
case_09.mann_whitney.statistic,5.0,5.0,0.0,PASS
case_09.mixed.df1,2.0,2.0,0.0,PASS
case_09.mixed.df2,18.0,18.0,0.0,PASS
case_09.mixed.icc,0.9304994165197522,0.9304994131875878,3.3321644332673372e-09,PASS
case_09.mixed.p,4.0927200650110484e-14,4.085620730620576e-14,7.099334390472361e-17,PASS
case_09.mixed.statistic,267.5646872968184,267.5646898833162,2.5864977715173154e-06,PASS
case_09.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_09.mixed_incomplete.df2,14.0,14.0,0.0,PASS
case_09.mixed_incomplete.icc,0.9306172599771682,0.9306172377967554,2.2180412728722843e-08,PASS
case_09.mixed_incomplete.p,1.5701820894847866e-11,1.570188423727359e-11,6.334242572303078e-17,PASS
case_09.mixed_incomplete.statistic,237.6435395420558,237.643532103727,7.438328793796245e-06,PASS
case_09.normality.dagostino.p,2.410437774951764e-25,2.410437774951346e-25,4.1831068499964997e-38,PASS
case_09.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_09.normality.dagostino.statistic,113.3696378889745,113.36963788897484,3.410605131648481e-13,PASS
case_09.normality.shapiro.p,1.6242188827795486e-05,1.5840723599454838e-05,4.0146522834064865e-07,PASS
case_09.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_09.normality.shapiro.statistic,0.7652828328732233,0.76463278743705,0.0006500454361733077,PASS
case_09.one_way.df1,2.0,2.0,0.0,PASS
case_09.one_way.df2,18.0,18.0,0.0,PASS
case_09.one_way.p,0.011476205724892729,0.01147620572489268,4.85722573273506e-17,PASS
case_09.one_way.statistic,5.784970874854645,5.784970874854648,2.6645352591003757e-15,PASS
case_09.paired_t.df,7.0,7.0,0.0,PASS
case_09.paired_t.p,0.011370704658181963,0.011370704658182133,1.700029006457271e-16,PASS
case_09.paired_t.statistic,3.404622977196925,3.404622977196925,0.0,PASS
case_09.pearson.df,10.0,10.0,0.0,PASS
case_09.pearson.p,4.0448718721287935e-06,4.04487187212889e-06,9.656175598699024e-20,PASS
case_09.pearson.statistic,0.9437183415939414,0.9437183415939413,1.1102230246251565e-16,PASS
case_09.spearman.df,10.0,10.0,0.0,PASS
case_09.spearman.p,1.8620210562264928e-05,1.862021056226487e-05,5.759824041329242e-20,PASS
case_09.spearman.statistic,0.9230784000933474,0.9230784000933474,0.0,PASS
case_09.two_way.factor_a.F,120.981185631677,120.98118563167614,8.526512829121202e-13,PASS
case_09.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_09.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_09.two_way.factor_a.p,2.023316174012577e-09,2.023316174012706e-09,1.2904017555827232e-22,PASS
case_09.two_way.factor_b.F,35.92999739212179,35.9299973921215,2.913225216616411e-13,PASS
case_09.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_09.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_09.two_way.factor_b.p,5.192243418255278e-07,5.192243418255577e-07,2.9963790509120874e-20,PASS
case_09.two_way.interaction.F,0.11751969139131385,0.11751969139131424,3.885780586188048e-16,PASS
case_09.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_09.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_09.two_way.interaction.p,0.8897995779933381,0.8897995779933374,6.661338147750939e-16,PASS
case_09.welch_one_way.df1,2.0,2.0,0.0,PASS
case_09.welch_one_way.df2,9.1,9.1,0.0,PASS
case_09.welch_one_way.p,0.0023286660464009843,0.0023286660464009973,1.3010426069826053e-17,PASS
case_09.welch_one_way.statistic,12.692097966469078,12.692097966469055,2.3092638912203256e-14,PASS
case_09.welch_t.df,10.0,10.0,0.0,PASS
case_09.welch_t.p,0.0037945235367407974,0.003794523536740931,1.3357370765021415e-16,PASS
case_09.welch_t.statistic,-3.7452946763473105,-3.7452946763473047,5.773159728050814e-15,PASS
case_09.wilcoxon.p,0.029973973586534308,0.029973973586555847,2.1538326677728037e-14,PASS
case_09.wilcoxon.statistic,2.0,2.0,0.0,PASS
case_10.friedman.df,2.0,2.0,0.0,PASS
case_10.friedman.p,4.539992976249074e-05,4.5399929762484854e-05,5.888573049311896e-18,PASS
case_10.friedman.statistic,20.0,20.0,0.0,PASS
case_10.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_10.kruskal_wallis.p,0.43323881578388834,0.43323881578386647,2.1871393585115584e-14,PASS
case_10.kruskal_wallis.statistic,1.6729323308270665,1.6729323308270594,7.105427357601002e-15,PASS
case_10.mann_whitney.p,0.6889205558044604,0.6889205558044607,2.220446049250313e-16,PASS
case_10.mann_whitney.statistic,15.0,15.0,0.0,PASS
case_10.mixed.df1,2.0,2.0,0.0,PASS
case_10.mixed.df2,20.0,20.0,0.0,PASS
case_10.mixed.icc,0.9050507941710731,0.9050507947091928,5.381196599429927e-10,PASS
case_10.mixed.p,1.5512874416835542e-09,1.5512873208223255e-09,1.2086122872830724e-16,PASS
case_10.mixed.statistic,66.02050886111367,66.02050934792238,4.868087160048162e-07,PASS
case_10.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_10.mixed_incomplete.df2,17.0,17.0,0.0,PASS
case_10.mixed_incomplete.icc,0.9046704411135785,0.9046704465715849,5.458006380187896e-09,PASS
case_10.mixed_incomplete.p,1.1359993891945028e-08,1.1359992280191022e-08,1.611754005403841e-15,PASS
case_10.mixed_incomplete.statistic,64.62743255528937,64.62743374447052,1.1891811482200865e-06,PASS
case_10.normality.dagostino.p,0.1859273965541567,0.185927396554158,1.304512053934559e-15,PASS
case_10.normality.dagostino.reject_0_05,0.0,0.0,0.0,PASS
case_10.normality.dagostino.statistic,3.364798045157082,3.3647980451570674,1.4654943925052066e-14,PASS
case_10.normality.shapiro.p,0.27077672672352626,0.2640611472928497,0.006715579430676577,PASS
case_10.normality.shapiro.reject_0_05,0.0,0.0,0.0,PASS
case_10.normality.shapiro.statistic,0.9577332115939543,0.9573139510958468,0.00041926049810747656,PASS
case_10.one_way.df1,2.0,2.0,0.0,PASS
case_10.one_way.df2,16.0,16.0,0.0,PASS
case_10.one_way.p,0.415476222584651,0.41547622258464423,6.772360450213455e-15,PASS
case_10.one_way.statistic,0.9283604537160461,0.9283604537160475,1.3322676295501878e-15,PASS
case_10.paired_t.df,8.0,8.0,0.0,PASS
case_10.paired_t.p,0.0025834824777079116,0.002583482477707975,6.331740687315346e-17,PASS
case_10.paired_t.statistic,4.309189856500325,4.309189856500324,8.881784197001252e-16,PASS
case_10.pearson.df,11.0,11.0,0.0,PASS
case_10.pearson.p,3.0264904210589134e-07,3.0264904210588467e-07,6.670384459627615e-21,PASS
case_10.pearson.statistic,-0.956896352289867,-0.9568963522898671,1.1102230246251565e-16,PASS
case_10.spearman.df,11.0,11.0,0.0,PASS
case_10.spearman.p,5.425912371949302e-07,5.425912371949306e-07,4.235164736271502e-22,PASS
case_10.spearman.statistic,-0.9519866139973496,-0.9519866139973496,0.0,PASS
case_10.two_way.factor_a.F,333.4075307756592,333.4075307756569,2.3305801732931286e-12,PASS
case_10.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_10.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_10.two_way.factor_a.p,4.609782850267333e-13,4.609782850267606e-13,2.726303288443817e-26,PASS
case_10.two_way.factor_b.F,90.2385583375904,90.23855833758988,5.258016244624741e-13,PASS
case_10.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_10.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_10.two_way.factor_b.p,4.150100043291957e-10,4.1501000432921476e-10,1.90768528770042e-23,PASS
case_10.two_way.interaction.F,6.821856325960173,6.821856325960216,4.263256414560601e-14,PASS
case_10.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_10.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_10.two_way.interaction.p,0.00623541920998783,0.00623541920998766,1.700029006457271e-16,PASS
case_10.welch_one_way.df1,2.0,2.0,0.0,PASS
case_10.welch_one_way.df2,8.3,8.3,0.0,PASS
case_10.welch_one_way.p,0.5403821813069701,0.5403821813069628,7.327471962526033e-15,PASS
case_10.welch_one_way.statistic,0.6634448075272877,0.6634448075272931,5.329070518200751e-15,PASS
case_10.welch_t.df,5.8,5.8,0.0,PASS
case_10.welch_t.p,0.6700241539326418,0.670024153932644,2.220446049250313e-15,PASS
case_10.welch_t.statistic,-0.4485889184619962,-0.44858891846199284,3.3861802251067274e-15,PASS
case_10.wilcoxon.p,0.014266186701436423,0.014266186701446859,1.0436096431476471e-14,PASS
case_10.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_11.friedman.df,2.0,2.0,0.0,PASS
case_11.friedman.p,0.0024787521766663767,0.0024787521766663585,1.8214596497756474e-17,PASS
case_11.friedman.statistic,12.0,12.0,0.0,PASS
case_11.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_11.kruskal_wallis.p,0.5257880244257925,0.5257880244257801,1.2434497875801753e-14,PASS
case_11.kruskal_wallis.statistic,1.2857142857142847,1.2857142857142847,0.0,PASS
case_11.mann_whitney.p,0.4432885221164442,0.44328852211644015,4.052314039881821e-15,PASS
case_11.mann_whitney.statistic,18.0,18.0,0.0,PASS
case_11.mixed.df1,2.0,2.0,0.0,PASS
case_11.mixed.df2,12.0,12.0,0.0,PASS
case_11.mixed.icc,0.9222291604340886,0.9222291534944215,6.93966717424388e-09,PASS
case_11.mixed.p,5.6524529972563326e-08,5.6524529723489536e-08,2.4907379023138556e-16,PASS
case_11.mixed.statistic,90.85270554992532,90.85270559917431,4.924899599245691e-08,PASS
case_11.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_11.mixed_incomplete.df2,9.0,9.0,0.0,PASS
case_11.mixed_incomplete.icc,0.9278224897970009,0.927822490231132,4.341310644306873e-10,PASS
case_11.mixed_incomplete.p,1.2163651829349594e-06,1.2163656104569043e-06,4.275219448392247e-13,PASS
case_11.mixed_incomplete.statistic,88.32025139664351,88.32024414711377,7.249529744512984e-06,PASS
case_11.normality.dagostino.p,0.005166496145621044,0.005166496145621064,1.9949319973733282e-17,PASS
case_11.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_11.normality.dagostino.statistic,10.531121096686078,10.53112109668607,8.881784197001252e-15,PASS
case_11.normality.shapiro.p,0.00228721651229766,0.002282236853687442,4.97965861021802e-06,PASS
case_11.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_11.normality.shapiro.statistic,0.8760202035334682,0.8759784578242731,4.174570919512899e-05,PASS
case_11.one_way.df1,2.0,2.0,0.0,PASS
case_11.one_way.df2,15.0,15.0,0.0,PASS
case_11.one_way.p,0.35148140053254406,0.35148140053254373,3.3306690738754696e-16,PASS
case_11.one_way.statistic,1.121992027895862,1.121992027895862,0.0,PASS
case_11.paired_t.df,9.0,9.0,0.0,PASS
case_11.paired_t.p,3.354213343637248e-05,3.354213343637255e-05,7.453889935837843e-20,PASS
case_11.paired_t.statistic,7.592064863972076,7.592064863972076,0.0,PASS
case_11.pearson.df,7.0,7.0,0.0,PASS
case_11.pearson.p,0.0002075091062118738,0.000207509106211873,8.131516293641283e-19,PASS
case_11.pearson.statistic,0.935776286663751,0.9357762866637511,1.1102230246251565e-16,PASS
case_11.spearman.df,7.0,7.0,0.0,PASS
case_11.spearman.p,0.0009289884429433059,0.0009289884429433227,1.680513367352532e-17,PASS
case_11.spearman.statistic,0.9004413377331422,0.9004413377331423,1.1102230246251565e-16,PASS
case_11.two_way.factor_a.F,132.2514057345098,132.2514057345097,1.1368683772161603e-13,PASS
case_11.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_11.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_11.two_way.factor_a.p,9.9806298435895e-10,9.980629843589616e-10,1.1580528575742387e-23,PASS
case_11.two_way.factor_b.F,33.34974448397752,33.34974448397745,6.394884621840902e-14,PASS
case_11.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_11.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_11.two_way.factor_b.p,8.841489502301555e-07,8.841489502301672e-07,1.164670302474663e-20,PASS
case_11.two_way.interaction.F,3.6261007926019717,3.6261007926019477,2.398081733190338e-14,PASS
case_11.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_11.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_11.two_way.interaction.p,0.04750718721219668,0.04750718721219738,6.938893903907228e-16,PASS
case_11.welch_one_way.df1,2.0,2.0,0.0,PASS
case_11.welch_one_way.df2,6.4,6.4,0.0,PASS
case_11.welch_one_way.p,0.3662883985811163,0.36628839858114026,2.398081733190338e-14,PASS
case_11.welch_one_way.statistic,1.1795348078244305,1.1795348078244352,4.6629367034256575e-15,PASS
case_11.welch_t.df,8.2,8.2,0.0,PASS
case_11.welch_t.p,0.3294245187842424,0.32942451878424156,8.326672684688674e-16,PASS
case_11.welch_t.statistic,-1.0366264921861972,-1.0366264921862,2.886579864025407e-15,PASS
case_11.wilcoxon.p,0.005921537024146328,0.005921537024148771,2.4424906541753444e-15,PASS
case_11.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_12.friedman.df,2.0,2.0,0.0,PASS
case_12.friedman.p,0.000911881965554473,0.0009118819655545162,4.3259666682171627e-17,PASS
case_12.friedman.statistic,14.0,14.0,0.0,PASS
case_12.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_12.kruskal_wallis.p,0.08227176759602839,0.08227176759602887,4.85722573273506e-16,PASS
case_12.kruskal_wallis.statistic,4.99545454545455,4.995454545454535,1.4210854715202004e-14,PASS
case_12.mann_whitney.p,0.15625395802736808,0.15625395802736336,4.718447854656915e-15,PASS
case_12.mann_whitney.statistic,18.0,18.0,0.0,PASS
case_12.mixed.df1,2.0,2.0,0.0,PASS
case_12.mixed.df2,14.0,14.0,0.0,PASS
case_12.mixed.icc,0.9171487737922845,0.9171487923172961,1.8525011524772594e-08,PASS
case_12.mixed.p,1.1101992111119076e-10,1.1101985997186148e-10,6.11393292842288e-17,PASS
case_12.mixed.statistic,178.00506719528298,178.00507230424117,5.1089581916130555e-06,PASS
case_12.mixed_incomplete.df1,2.0,2.0,0.0,PASS
case_12.mixed_incomplete.df2,11.0,11.0,0.0,PASS
case_12.mixed_incomplete.icc,0.9268201498604728,0.926820122543647,2.731682580137118e-08,PASS
case_12.mixed_incomplete.p,3.959870771537175e-09,3.9598719858702225e-09,1.2143330477199739e-15,PASS
case_12.mixed_incomplete.statistic,179.8775127062126,179.8775023615281,1.0344684511665037e-05,PASS
case_12.normality.dagostino.p,5.648376402929875e-25,5.648376402930368e-25,4.931566143684128e-38,PASS
case_12.normality.dagostino.reject_0_05,1.0,1.0,0.0,PASS
case_12.normality.dagostino.statistic,111.6665183666051,111.66651836660492,1.8474111129762605e-13,PASS
case_12.normality.shapiro.p,1.731056941220863e-05,1.6884471800109648e-05,4.26097612098982e-07,PASS
case_12.normality.shapiro.reject_0_05,1.0,1.0,0.0,PASS
case_12.normality.shapiro.statistic,0.7669329846420403,0.7662881669344939,0.0006448177075464301,PASS
case_12.one_way.df1,2.0,2.0,0.0,PASS
case_12.one_way.df2,18.0,18.0,0.0,PASS
case_12.one_way.p,0.058959805076740195,0.058959805076740035,1.5959455978986625e-16,PASS
case_12.one_way.statistic,3.3267161070263143,3.3267161070263134,8.881784197001252e-16,PASS
case_12.paired_t.df,10.0,10.0,0.0,PASS
case_12.paired_t.p,2.734839522556246e-06,2.734839522556268e-06,2.202285662861181e-20,PASS
case_12.paired_t.statistic,9.42231579620352,9.42231579620352,0.0,PASS
case_12.pearson.df,8.0,8.0,0.0,PASS
case_12.pearson.p,0.00024674271179227664,0.00024674271179227924,2.6020852139652106e-18,PASS
case_12.pearson.statistic,-0.9109546523450427,-0.9109546523450425,2.220446049250313e-16,PASS
case_12.spearman.df,8.0,8.0,0.0,PASS
case_12.spearman.p,0.0008410726803735512,0.0008410726803735549,3.686287386450715e-18,PASS
case_12.spearman.statistic,-0.8777472595071586,-0.8777472595071585,1.1102230246251565e-16,PASS
case_12.two_way.factor_a.F,261.6017676437439,261.60176764374353,3.979039320256561e-13,PASS
case_12.two_way.factor_a.df1,1.0,1.0,0.0,PASS
case_12.two_way.factor_a.df2,18.0,18.0,0.0,PASS
case_12.two_way.factor_a.p,3.6294026692884586e-12,3.629402669288506e-12,4.725592366635949e-26,PASS
case_12.two_way.factor_b.F,69.51386138884169,69.51386138884156,1.2789769243681803e-13,PASS
case_12.two_way.factor_b.df1,2.0,2.0,0.0,PASS
case_12.two_way.factor_b.df2,18.0,18.0,0.0,PASS
case_12.two_way.factor_b.p,3.417161878129052e-09,3.4171618781290993e-09,4.714929491552258e-23,PASS
case_12.two_way.interaction.F,1.6854105155246837,1.6854105155246752,8.43769498715119e-15,PASS
case_12.two_way.interaction.df1,2.0,2.0,0.0,PASS
case_12.two_way.interaction.df2,18.0,18.0,0.0,PASS
case_12.two_way.interaction.p,0.21333478760109315,0.21333478760111244,1.9290125052862095e-14,PASS
case_12.welch_one_way.df1,2.0,2.0,0.0,PASS
case_12.welch_one_way.df2,9.0,9.0,0.0,PASS
case_12.welch_one_way.p,0.07555618516801323,0.07555618516801288,3.469446951953614e-16,PASS
case_12.welch_one_way.statistic,3.4871272301156266,3.4871272301156333,6.661338147750939e-15,PASS
case_12.welch_t.df,11.6,11.6,0.0,PASS
case_12.welch_t.p,0.08441099531175665,0.08441099531181777,6.111777750561487e-14,PASS
case_12.welch_t.statistic,-1.8876948936836841,-1.887694893683687,2.886579864025407e-15,PASS
case_12.wilcoxon.p,0.0038572928299416276,0.0038572928299425158,8.881784197001252e-16,PASS
case_12.wilcoxon.statistic,0.0,0.0,0.0,PASS
case_13.friedman.df,2.0,2.0,0.0,PASS
case_13.friedman.p,0.00042044640235017194,0.0004204464023501497,2.222614453595284e-17,PASS
case_13.friedman.statistic,15.548387096774194,15.548387096774194,0.0,PASS
case_13.kruskal_wallis.df,2.0,2.0,0.0,PASS
case_13.kruskal_wallis.p,0.5995431673089664,0.599543167308962,4.440892098500626e-15,PASS
case_13.kruskal_wallis.statistic,1.0231746031745956,1.0231746031746098,1.4210854715202004e-14,PASS
case_13.mann_whitney.p,0.8939297667527719,0.8939297667527719,0.0,PASS
case_13.mann_whitney.statistic,21.0,21.0,0.0,PASS
case_13.mixed.df1,2.0,2.0,0.0,PASS
case_13.mixed.df2,16.0,16.0,0.0,PASS
case_13.mixed.icc,0.9230361963528261,0.9230362016076128,5.254786716868409e-09,PASS
case_13.mixed.p,1.9817613618025857e-07,1.9817613927664013e-07,3.096381560609943e-15,PASS
case_13.mixed.statistic,47.07551507037731,47.07551495999805,1.103792541812254e-07,PASS
